Review Title,Review Text,Date of Stay,Author Contribution,Rating
Compelling experience and stay,"As a tourist in Singapore, it's pretty much a given that you have to stay here at least once. We did that, stayed for only 1 night in a city view room. We booked a deluxe room but got upgraded to a sands premier room. The check in was smooth in tower 1, the lobby is humongous, like an airport terminal. We did not get a chance to eat any of the hotel restaurants but there was easy access and paths to the mall. The taxi drop off and pick up was smooth in tower 1.We stayed in tower 2, 21st floor in a renovated sands premier room. It was great, very opulent and grand decor, and of course all clean and new. The room and bathroom were huge, closets are ample, double sinks with tub and shower, and the powder room is a nice touch. City views are amazing but yeah, the afternoon sun hitting the room is killer. The elevator to the infinity pool was out so we had to go back down to lobby to tower 1 elevator. Yes the pool is an experience, and I think mornings are best before the sun / heat get crazy.  We checked out but got keycards to go back up to the pool as we had a late flight. Bottom line, the hotel is expensive, it's a splurge, but it's worth it, and next time we will stay longer.",July 2023,86,5.0
Pure luxury and the highest level of service!,"Although we had a minor issue at check in, the hotel management, namely Victor Mai, took full ownership, kept in touch with us, and resolved the issue way beyond our expectations.This is customer service at the highest level! The hotel is stunning, seriously high end, and there isn’t anything the MBS team won’t do for you to make your stay as comfortable as possible. Our family suite was phenomenal and our girls loved the play room/bedroom (Nintendo Switch). The food here is exceptional. We had breakfast at Rise each morning and had a special anniversary meal at Spago on the rooftop, which was outstanding! I think for what you get at this hotel, its truly value for money, the hotel staff truly care about your comfort throughout your stay and let’s be frank, there are no better views in Singapore than here. Thank you to Victor and the MBS team for making our stay so special and one to remember.We will be back!",February 2024,1,5.0
Wonder staff mark an uneventful stay,"We make the booking before the latest government annoucement which bar all outdoor dinning. And on the day we check in, the casino was shut for deep cleansing too. With gym closed,  the only facilities we get to enjoy was the skypool. They actually hv 3 jacuzzi pools open to use for 15min each too. BRENDON was so nice to put us into the q and alerted us when its available. The house-keeping team was excellant too. It is weird to be doing a staycation when everything is closed. But it is also a time where that extra personal touch make a memorable stay..we will be back again for sure",May 2021,42,5.0
Excellent hotel but shocking breakfast service!,"The hotel is beautiful and the infinity pool is incredible! It’s a real flaw that you can only access the pool from tower 3 and not the other 2 towers. Staff were excellent throughout except for at breakfast. Breakfast service in the Rise was extremely poor. We had to wait 15-20 minutes in large queues, even when there were empty tables that were simply not being cleaned. In a hotel that prides itself on efficiency, this was very poor. Even getting water at breakfast was bad as the lady “serving” kept running out of glasses and took ages to get new ones. One elderly guest even resorted to bringing a bowl to get water as they needed some to take their medication! Overall the hotel and service was excellent but breakfast service was utterly terrible and needs to be sorted.",May 2022,16,4.0
Definitely place to stay in Singapore.,"The hotel is always very busy, people everywhere and you have to wait in a line for swimming pool and breakfast. But it's a must stay anyway! Amazing view from the swimming pool and actually I believe from all the rooms without paying extra. Amazing breakfast, top quality food! Yum yum yum. I can return just for that. Feel of luxury is present, high quality customer service and friendly staff, very tidy and clean.",November 2019,6,5.0
The most incredible hotel,One of the best hotels in the World that I have stayed in and I have stayed in many luxury hotels due to my job.  From the minute we arrived we were met at the door and escorted to our rooms where check in took place which was seamless and so efficient. The rooms are out of this world and spotless and the attention to detail was fantastic. Breakfast is superb! The staff are incredible from the pool staff to the restaurants staff but the best service we had was we had booked a departure transfer to the airport which was late arriving due to a mix up but was handled very well.  When we arrived at the airport there were 2 staff members from the hotel waiting for us to assist us to the tax refund and check in- I have never had such service in my 45 years in the industry all I can say if you can stay at this hotel it is a once in a lifetime experience.Thank you for making our trip memorable!,February 2024,15,5.0
An incredible experience,"I had visualized the hotel long before I went to it in November 2022 for my 70th birthday, but the actual experience was fantastic. The infinity pool, the restaurants, the shops, the room and amenities were brilliant, but what made it unique was the personalized service. I had informed the hotel I was coming with friends and the management did everything to make the event very special, from being greeted at the airport and then in the lobby, to checking in being done in the room and the champagne and cakes waiting for me. An incredible experience for eight days. I could not have asked for anything better. Thank you Marina Bay Sands.",November 2022,1,5.0
Very terrible experience,"4 hours for hotel to arrange a room despite check-in @3.45pm, followed by 2 different versions of why the lengthy wait occured. Worst is the service recovery that we didnt request for by a person called Jeevan. We dont usually go to such lengths to post. But his story of an IT outage causing Phone service to jam was absurd.",September 2022,16,1.0
Moe the ICON of MBS 🤩,I travelled with my best friend to Singapore in July for a week and we decided to spoil ourselves and stay at the beautiful Marina Bay Sands hotel. On the 57th floor was the ICONIC infinity pool that had the most amazing views. During our stay we met the very entertaining lifeguard Moe. He honestly made our stay so much fun. Moe was there every day to greet us with a smile and fluff our sun bed pillows 😂 We would joke and livestream so all our family and friends would join in the fun and Moe became the face of our social media lives and so he got the name ICON MOE of MBS 🤩If you are looking for a great time away with 10 ⭐️ service Moe will give you a fun holiday to remember. All our family and friends can’t wait to meet Moe 😍,July 2022,1,5.0
Christmas break,"Very big hotel with a huge swimming and spa area on the roof top.Busy place at all hours similar to a small shopping mall.Gardens are well lit up at night, Free lazor show is good.Three restaurants for food and breakfast, only one is international. Choice is limited for Halal food.Room service is goodLocation of the hotel is good with easy access to Singapore underground.",December 2019,18,5.0
On the ceiling of Singapore,"Great place to be. Amazing view of Singapore, do make sure that you booked in advance because it can get really difficult to secure the spots at sundown. The day we went was cloudy so we couldn't see but only a glimpse of the sundown..Beware you won't be allowed in the bar, it is only for the hotel guests.You can only buy overpriced drinks at a small booth on the roof.",July 2023,204,5.0
Compelling experience and stay,"As a tourist in Singapore, it's pretty much a given that you have to stay here at least once. We did that, stayed for only 1 night in a city view room. We booked a deluxe room but got upgraded to a sands premier room. The check in was smooth in tower 1, the lobby is humongous, like an airport terminal. We did not get a chance to eat any of the hotel restaurants but there was easy access and paths to the mall. The taxi drop off and pick up was smooth in tower 1.We stayed in tower 2, 21st floor in a renovated sands premier room. It was great, very opulent and grand decor, and of course all clean and new. The room and bathroom were huge, closets are ample, double sinks with tub and shower, and the powder room is a nice touch. City views are amazing but yeah, the afternoon sun hitting the room is killer. The elevator to the infinity pool was out so we had to go back down to lobby to tower 1 elevator. Yes the pool is an experience, and I think mornings are best before the sun / heat get crazy.  We checked out but got keycards to go back up to the pool as we had a late flight. Bottom line, the hotel is expensive, it's a splurge, but it's worth it, and next time we will stay longer.",July 2023,86,5.0
Best view in SG,"Had a great experience. Wonderful location. The view from the rooftop infinity pool is like nothing else. However, feels like its become more of a tourist attraction than a five-star hotel, which is quite disappointing considering the price. Overall it is still a must-stay if you're visiting Singapore for the first time.",September 2022,2,5.0
80%,"On the plus side, the hotel offers breathtaking views of the city skyline and convenient access to many of Singapore's main tourist destinations. The space is a tad dated, though. The cost of the hotel's restaurants and other amenities made it difficult to take advantage of everything it offered.",April 2023,22,4.0
Out of this world!,"We visited for two nights/three days end July 2023 and were lucky enough to be there for Singapore day rehearsals which saw jets & fighter plane displays, a flag fly by and evening fireworks it elevated the experience of the pool to super heights! We were awake early for sunrise (6-45am) on the pool deck and it was spectacular, you practically get the roof to yourselves (granted there are some hardy folk there too) but set your alarm and go up and watch the day break and use the pool and hot tubs alone.  You can go back to bed if you wish!We visited on our home leg from Oz back to UK with two teens and two adults so we needed two rooms.  Yes it was expensive (£2,700GBP) for Friday - Sunday inc breakfast (had a late checkout on one room for the Sunday due to late flight) but it 100% worth spending just to be in that pool! Even if you only book one night, do it! We managed to get interconnected rooms so that was good for our needs.  Rooms have complimentary use of minibar refilled daily (soft drinks/water/crisps/snacks) that was nice.  they provided a birthday cake for my daughters birthday too (3 infact lol) def made her feel special! Rooms are fantastic as should be expected we chose to look over the gardens view but either that or city view are fabulous all lit up at night. (but you see the city view from pool) Garden View from Hot Tubs.  The pool bar does food/snacks and drink and to be honest weren’t ridiculously overpriced- expensive but okay for where you are.  HUGE hotel complex with the Shoppes and outside it’s truly huge.  Rise Breakfast buffet was fabulous and plentiful but BE EARLY by 9/9.30am they were queuing 40 deep.  Get there early no queues.  It’s actually in the foyer which is weird, but feels okay when seated.  they have everything from American, European and Asian breakfast option pretty much everything any culture would need (and some)!We stayed at Tower 3 my only gripe was we checked in 1.30am on Friday and by 2.30am our cases hadn’t arrived so I had to phone down from room but within 15mins they were there and very apologetic.  But being that hour and after a long flight from Australia we just wanted to sleep.Singapore its self if hot/humid (July) but fabulous, such a green city.  Recommend the Gardens by the Bay - we loved Floral Fantasy the best as SO pretty but all the Cloud Forest/flower dome etc are air conditioned so a god send from the heat. Hoponhopoff Bus goes from outside hotel so that was good.  We did Red & Yellow line full loop before getting off and exploring stops then.Def will come back to Singapore and would probably stay here again!",July 2023,179,5.0
"Amazing rooms, with best views of the SG Marina area stop the infinity pool","The best hotel I’ve ever stayed at! The rooms (especially the sands premier collection) are breathtaking - high tech, modern, and beautiful. Views from the infinity pool at night are unparalleled in all of SG. Highly recommend staying here, even if for one night!",July 2023,3,5.0
Top quality,"This hotel is on another level! Room equips with all toiletries complementary water tea coffee and snacks. Bath robes and slippers also available.We headed to the infinity pool adorning the bath robes and slippers the views are just breathtaking and service second to none.We visited blossoms restaurant while to food was amazing the staff got on my nerves as soon as you lift the fork to your mouth for the last bite they whip your plate away, they also provide a wet wipe and nuts to your table and charge them to your bill whether you wanted them or not !Singapore is very expensive in general but visit the hawkers for reasonable priced good food",June 2023,19,5.0
AMAZING EXPERIENCE,Longest infinity pool in the world. This hotel is amazing from buffet breakfast to service and nice room. We were here last January our experience was great. You must include it in your bucket list. 😍,January 2023,20,5.0
AMAZING EXPERIENCE,"Hi, I would say that Marina Bay Sands is the BEST HOTEL in Singapore. We’ve been to different hotels, finding and looking for the best experience. But we end up in Marina Bay Sands! All in one package! Service, cleanliness, the staff, the view, the mall nearby! No need to go outside. Expecially for this person named Mark Delegero, our whole 2 months stay ended amazing because of him! Thank you so much!",May 2023,1,5.0
Terrible,Nice hotel and great location. But when you have families staying at an overpriced hotel and to wash the kids clothes cost me over 500 dollars and there is no self laundry option… I would give it a zero. Had to take a taxi to China town to do laundry and wasted hrs of my vacation. All because the hotel wants to make more money off the people. Sucks!,July 2023,1,1.0
Amazing!!,"Best hotel (and the only 5star hotel I’ve ever stayed at). The person who served me at check in was really nice, my suitcase came up very fast, the room was spacious and clean, the bed was comfortable. 4 water bottles and snacks are complimentary and refilled every day from room service. The views from the infinity pool were amazing especially at night.",June 2023,36,5.0
Wonderful Hotel.,"That was my dream stay! Starting from Reception, Pool Attendants, Housekeeping -the staff was wonderful . Just wanted to mention a few and they are the asset to the hotel: Raf and Ravi - Pool Attendants and Wang Lei - Housekeeping. The swimming pool is beyond imagination, priceless! My room was beautiful with amazing views. If I  ever come back to Singapore, that is the only place to stay.",June 2023,10,5.0
5 STAR Views & Service,It is a stunning hotel. Service was 10 ⭐️🌟The view from either side is amazing.We did the concierge floor TOTALLY worth the $$.  Casino was “OK”. Very difficult to get in/ long lines and must bring passport & airline ticket. Hotel Staff is incredible,October 2022,2,5.0
Amazing place.,"The most amazing hotel i have ever stayed. Attention to details are nothing short of amazing. Everything is done with utmost care for their guests. The staff and everyone that worked there could be any nicer, they are true professionals and genuinely nice with great attitude. The rooms are impeccable and the amenities are just great. Not to mention the spectacular infinity pool!",June 2023,22,5.0
A hotel stay of a lifetime,"Be ready to wait quite a while to check in, but once you have your key - the magical stay begins. This location is so impressive. From the magnificent architecture, to the Casino, and then the shopping area. Your stay will be complete in everyway. The cost is insignificant compared to the experience you walk away with. I want to especially thank the hotel staff and Mr. Rahman. We had a minor issue and he made the day for us. It is this kind of service that will bring customers back over and over again.",May 2023,7,5.0
Hotel has everything!,"It lives up to the hype! The pool on the 57th floor is amazing, views are crazy. We had a city view room which I would recommend. You can see the harbor view with the gardens by the bay from the pool level as well. We had dinner at the rooftop Spago restaurant, food was delicious! Staff was great, and the shopping and restaurants are everywhere.",June 2023,102,5.0
Excellent Service,Great and excellent service from the MBS Premium Services and Care team.  Special thanks to John and Andrea! My family and I greatly appreciate the special care and service by John who was attentive and professional.  We enjoyed the Club access and the service staff at Club 55 and Renuka were friendly and people-oriented.  The valet service in MBS was also very efficient.  Thanks to the porter Jeev who helped us with the luggage and wheelchair. Deepest appreciation to every staff!,June 2023,2,5.0
Second time staying - wont ever stay again.,"This was my second time staying at Marina Bay Sands. The first time I came home raving about it. I now would not recommend it to my worst enemy.The building is of course impressive, especially from the outside. But at more than AUD $1000/night for a basic room, the interior standards need to be much higher.I have given 2 stars for each of the limo drivers we encountered. They were fantastic and so helpful. I would also like to note that I did contact Marina Bay twice over the past 2 weeks to discuss our experience with them before posting this review but they did not bother to respond.The room was, on first glance, neat and tidy. Underwhelming but ok I guess. You can see photos on the website for what it resembles (loosely however, you need to take new photos). However, once you look closely you could see how filthy it was. I took a few photos as examples.There was mould growing in the bathroom (see photo 1).  There were brown spray like marks up the walls near the toilet, which you are left to imagine what they are (photo 2). The ceiling in the bedroom never airs out so is permanently damp (see photo 3) and upon opening a drawer to try and find some champagne glasses (the drawer hadnt even been stocked with glasses) there was a sticky mess (see photo 4).The view from the pool is always impressive however on this stay, it looked dated and dirty. The lounges were faded and sun damaged and the 'wow-factor' of the place has worn off. The ceiling dampness was a concern. We tried to air it out be letting in some fresh air but as soon as you open the door to the balcony the air conditioner shuts off and the room gets very warm. We were travelling with a baby (which makes the condition and cleanliness of this place even worse) and had to keep her cool so couldnt keep trying to fix their air quality problem.It looks to me as if maintenance has gone out the door. I have stayed in 3 star hotels in Vietnam for $60/night that were nicer and better maintained than this.Location is great for convenience as there is a shopping centre underneath with all the overpriced designers in it. No where to sit in there though unless you are dining so be wary if you have people with you who are elderly, disabled or carrying small children. There is no place to rest for 2 minutes. All up, very disappointing. We are not made of money. This was a treat for our honeymoon/husbands birthday and I felt let down. Especially after having a great stay previously. I would usually advise to stay a night or two just for the pool but wouldnt bother with that now. I love Singapore and look forward to returning again however I will not be bothering with Marina bay. It is a tourist trap.",May 2023,2,2.0
Excellent service and thoughtful mbs team.,"I get free birthday room. Easy made reservation,  and check in, no questions being asked.the room is very nice and bigger than expected. Expecially the decorations,  and champagne &cake,  really enjoyed the night there.Daniel and 2 staff ladies accompanied me to the room, saying birthday songs for me.Excellent service team and thoughtful idea. Thank you all.",June 2023,1,5.0
Best service experience!!,"Me and husband were celebrating our honeymoon and on our way home from Bali we stopped in Singapore. I had been to Singapore before and dreamed to stay at the sands one day. This time I was able to afford to stay and was not disappointed. When we arrived at check-in we had a little issue with the site we had booked the stay through but the front desk was so accommodating working with us, they really made us feel welcomed and valued. After we got to the room which had amazing views. At night you could watch the light show from your room. We booked a time to go to the pool. And the pool was beyond beautiful!! We ordered food and with all the people there I was amazed how fast and attentive the staff was to our needs. Later that night we ended up ordering room service because the restaurant didn’t have any openings but the menu and food was amazing. The menu had so many different kinds of foods! It was the best room service I had ever had! In the morning we then did the breakfast buffet up top where the pool is located. Amazing food again and service. Me and husband love to travel and usually don’t book more expensive hotels but I definitely thought it was worth the money and will for sure be back. The service was immaculate, even though there were tons of guests I felt there was always a staff member there providing one on one attention.",October 2022,32,5.0
Special stay,I stayed with my girlfriend and proposed engagement to her. The service team helped me and arranged my plan. It was a special and memorable stay for us. Thank you.彼女にプロポーズするために宿泊しました。事前に連絡を取ってレストランを予約してもらったり、こっそり部屋のデコレーションをしてもらったりしていただきました。部屋からの眺望はシティビューで正解でしたし、インフィニティープールも快適でした。ここ最近で価格はかなり上がってしまいましたが、また泊まりたいと感じました。,July 2023,2,5.0
Amazing hotel. Amazing infinity pool.,The hotel is amazing & beautiful.Good views from the window.Excellent infinity pool.Excellent breakfast.Nearby commercial centers.Enjoyable even with children on the rooftop.Accessible to nearby areas.Courteous staff.Accessible. to public transportation.,July 2023,"5,213",5.0
A great hotel and a great staff.,"Best hotel ever. Great restaurants and staff, The Infinity pool is amazing. The staff make you want to return. This was our 3rd visit to MBS with great customer service. The most notable was Moe Lamit at the pool who welcomed us and made us feel very safe on the pool,",May 2023,1,5.0
SG's highlight,"Marina Bay Sands! I'm so so in love! Yes, when in Singapore for shopping and dine in with friends we will just be here! Rooms smells good and the sheets and pillows si soft! worth every money spent!  Stayed for 4 nights! Food, Shoppes and the Infinity pool! The Best! See you again soon!",August 2022,194,5.0
Good Experience,"The Hotel itself it’s Amazing We Arrived at 3 for Check in and we have to queue for a long time to get our room cause it was so busy.there are 4 of us and we booked 2 rooms. we stayed at tower 3 of marina bay sands. The front desk specially Jewel she’s very kind and the concierge staff were very friendly and helpful.Our room is spacious, and clean. Loved the balcony it had amazing view.The Infinity pool had great view, too bad that when we went to Singapore the weather was gloomy so we missed the sunset view.The hotel itself was very big, and they directly connected to the shoppes (big mall where everything exists, including casino)",June 2023,7,5.0
This was our 3rd stay at MBS and was very delightful in everyway! Highly recommended to anyone❤️,We love MBS because of the atmosphere and the quality of the food and also the staff in particular we were very impressed by Moe Lamit at the Infinity pool who always impliment strict safety rules.See u in 2024.,June 2023,5,5.0
