Review Title,Review Text,Date of Stay,Author Contribution,Rating
Beautiful Hotel,Singapore is such a beautiful place to go and the hotel was great. It has very nice view and the facilities was just nice. Its been so long since my wife and I travelled but there was a nice lady name Sha helped us at the reception answering all out enquiries. It was a lovely stay and friendly people around.,March 2023,1,4.0
Amazing hotel!!,Fantastic hotel with a huge variety of food outlets and activities. Great rooms with great views across the bay and bay gardens. Go for a high floor room to get the views. Also recommend KOMA Japanese restaurant.,March 2023,122,5.0
Huge hotel complex with a great view,"We stayed here for 4 nights. We had no idea that the restaurants would be so busy and it would be so hard to book once we were here, so book ahead! We ate in both Lavo and Cest la vie and had good meals in both.. the prices are extortionate though for what you are eating. Cest la vie’s menu is pretty limited too. We had a drink afterward in their sky bar which was really nice with that great view. Breakfast the first day, what a queue! We had to wait half an hour.. one of their restaurants, Rise is being refurbished so one less restaurant for breakfast… (my advice come early) we skipped it the next day but had had it the last 2 days and the queues were better but we were earlier. Breakfast was ok, nothing special. The staff are all lovely, we didn’t encounter not one unhelpful or miserable member. The pool - well what can I say about that big pool with that great view, not bad waiter service and comfy loungers.. just lovely. People were out there until late at night relaxing and having food on the loungers. The room was spacious, great showers and plenty of products.. the bed was pretty hard though and sadly the complimentary fridge only had a few cans of sugary fizzy drinks.. we left a note for our housekeeper to swap them for sugar free drinks but no luck.. I tried again for our last day and bingo two coke zeros.. We thought we’d try the casino one evening and what a palava, passports, your Singapore entry form then their face recognition couldn’t match me to my passport .. any how we nearly have up as we are not gamblers, we just wanted to have a quick go at roulette. Any how we finally got in.. it was ok… similar to the Hippodrome in leciester square being leant on and pushed out the way so players could put their bets on.. It has a walk way to get to the Garden by the Bay which was very handy. We could also see the light shows, one from our room and one from the Cest la vie bar. The hotel is massive… shops, museum, theatre the lot. It’s spotless and seems really well run. We had a very pleasant 4 night stay.",February 2023,591,4.0
Singapore or sing for more,"The Marina Bay Sands is a beautiful hotel, but the rooms are over priced and disappointing. The roof top infinity pool should be heated, but its not and as many guests ventured in to get that must have photo, the look on their faces was priceless. At the prices they charge here the Marina Bay Sands should and could do better. It was an enjoyable few days but we left feeling somewhat disappointed.",February 2023,14,4.0
Be prepared to queue for everything,Room was very nice and tastefully decorated.Hotel was very clean and staff we had contact with were helpful and friendly Pool cold and full of people taking selfies although it obviously is an “experience” Our issue was with the constant need to queue for everything including breakfast - over 30 mins. Unable to get anywhere to eat or drink in hotel or attached shopping complex unless you have booked  - even then we struggled to find anywhere two days ahead. Nowhere in hotel you can sit and just get a drink when raining - never had to book to get into a bar!So many people and not enough basic facilities Queues at 6am to check out tooDefinitely an experience but won’t be returning,March 2023,77,3.0
Excellent staff,"This hotel is an excellent place to stay in Singapore. Extremely cooperative and friendly staff. Xavier, head of concierge at the hotel, made sure that my husband and I have comfortable stay. He arranged everything for us, from offering extended checkout to storing the luggage.",February 2023,1,5.0
Great experience!,"Our family enjoyed the stay!  We went for Frozen musical.  It is a right decision to stay at MBS as it is convenient.  Easy access to theatre, shops, restaurants, MRT... We like the infinity pool, but it is windy & cold for my 9yo daughter.  If you bring children there, be prepared to keep them warm.  Restaurants are always busy, it is best to make reservation up front.  We drove & the Valet parking service (daily rate with multiple entries) is very useful (because the carpark is quite a distance) & reasonably priced.  Easy to get staff assistance at Tower 1 lobby area & Tower 3 pick up / drop off points.  Staff are very friendly, helpful & well-trained. We were assigned a Premium Serivces agent during check-in & felt being taken care!",February 2023,1,5.0
Iconic,"It was always an ambition to stay here and finally achieved it. A lovely hotel and just our style, modern & comfortable. The roof top pool is a must and it’s lovely to lay by the pool and take a dip and enjoy the view. The gym is small for the size of the hotel but it always had space when we visited. The buffet restaurant was good but nearly always busy. We were in a suite but unlike other similar hotels they didn’t have an executive lounge for snacks etc,shame!",January 2023,"1,427",5.0
Special to Guna at Marina Bay Sand infinity pool,I stay  Marina Bay sand hotel for 3 days 2 night. First day when I came to the pool and intended to order some bites and drink for my family. I raise my hand and waited for about half an hour but no one serve me even they saw. After that Guna came here and serve us. We ordered few times and we was far away from the counter to order. And he still patiently serve us even we have a lot request.  2nd day when we come. Still is him who serve us. Wanted to know how come no others ppl working while I sees most of them are just walking around without serving customer. Wanted to give him a very good thumb up. And service was really good.,February 2023,3,5.0
mixed experience,"On the positive side, the hotel has stunning city skyline views and easy access to many of Singapore's top attractions. However, the room is a little bit outdated. The hotel's restaurants and other facilities were also quite expensive, making it challenging to enjoy all the hotel had.",December 2022,75,4.0
MBS - one of the nicest & unique places of the world,"We stayed at Marina Bay Sands again for 4 days. From arrival to departure, it was a single experience. We already knew the luxurious house. This time we were able to get to know a unique service. We were picked up directly after arrival at the gate and accompanied to the hotel, had a limousine - it couldn't be better. Once we arrived at the hotel, we were already welcomed by an excellently trained employee who took over all the formalities for us and accompanied us to our suite. Here we were made aware of various things. For the duration of our stay, this employee took care of everything, including the luggage that did not arrive in Singapore. That was a unique service and we were thrilled from the first moment - it couldn't be better and we thank you very much for that. We can only recommend this wonderful house. We can afford this house, should definitely try it out and will not be disappointed at all.",February 2023,5,5.0
Fantastic infinity pool with a great view!,"An overnight stay in the hotel is worthwhile just to be able to enjoy the inifinity pool with its mega view. The service staff is extremely friendly. A special thank you to Shirly from Pool Service for her super friendly and attentive service.My recommendation for breakfast: Toast Box. They serve a Singaporean breakfast of Traditional Kaya Toast or Peanut Butter Thick Toast, soft-boiled eggs, and Nanyang Coffee at Toast Box. Very special and yummi.",February 2023,1,4.0
Amazing Stay.,We decided to celebrate our 45th Wedding Anniversary in our favorite city in our favorite hotel.  Thank you for making it so special and a great celebration for us.Your staff throughout MBS are amazing.  Everything about MBS is luxurious. I will make mention of Mark Anthony your luxury service manager who added a few things to make us feel extra special.  And to Lee Roy in the Spago Bar Thank-you for our nightly entertainment watching you make amazing cocktails for patrons while sitting at the bar. We definitely recommend staying at MBS and hopefully will be back at the end of the year. Once again Thank you.,January 2023,238,5.0
New Renovated Club Room,"Nice renovated room, most inside the room is automatic, no need to slot in the card is auto on and off. Once you enter the room, the light is auto-on, window curtain is auto-open. Light and aircon are.adjustable.The toilet is impressive, it's auto heated with back washer. Television is super huge and toilet is great, bright and sleek",February 2023,512,5.0
Better than best!  Still awesome after 10 years.,Better than best!   Still so awesome returning after 10 years!  Romantic weekend trip and we loved the front desk and all round service. Infinity pool was so chill and not crowded at all on a weekend.  Partner loved it!!,February 2023,15,5.0
Opulence galore,"Where do I begin? The extravagant nature of this hotel has to be seen to be believed. The courteous nature of every single staff member, the luxurious decor of the rooms, the view from said room, the infinity edge pool, everything was breath taking. Yes it’s expensive, but in my opinion money well spent if you want to treat yourself.My thesaurus ran out of superlatives to describe the brilliance of our stay",February 2023,58,5.0
Singapore’s Best- a truly iconic hotel,"First time to visit Singapore and the stay in Marina Bay sands is the best. Staff greets warmly with a smile. They communicate well. From the bell service, room attendant to front office staff. A huge thanks to Mr. Andre for a fantastic check in. He is kind enough to upgrade us to a suite room with a choice of view. We chose to stay facing the gardens by the bay. Mr. Jerry also did a warm check out. Staff are attentive. Room is clean and comfortably perfect. Highlight of our stay is the iconic infinity pool at the top of the hotel, truly worthy to end our stay at Singapore. Wish to be back soon.",February 2023,8,5.0
Marina Bay Sands Serious Disappointment.,1 would be too high a rating for this place. Huge overrated attraction. Was meant to be the highlight of our Far East Tour. Accept that the weather is an uncontrolled animal. But a huge venue who could not offer us a drink anywhere. Poor. Save your money and go to Raffles Hotel instead. Excellent service. Wonderful drinks. MBS is a circus.,February 2023,17,1.0
Meets the high expectations,"There are some places you book and you have a clear idea of what you think it will be like - marina bay sands delivered on our expectations. Yes it’s pricey but you’re paying for more than just a room. Views are incredible, we had views of gardens by the bay from our room, the infinity pool was a brilliant experience and having the whole Marina Bay Area on your doorstep is the perfect location.",August 2022,179,5.0
Most amazing view of Singapore skyline,"We stayed at Marina bay sands for 3 nights. The hotel has some of the best night clubs of Singapore. It has a shopping mall, casino, multiple international restaurants and is well connected to metro station. We enjoyed every bit our stay there with most cherished experience being swim in the infinity pool which provides a unique view of the Singapore skyline. It's highly recommended to reserve the table at the night clubs and restaurants in advance as it's difficult to get a seat on spot. There is also some construction work going on in tower 2 so one might hear some noise therefore its recommended to get a city view room at tower 3",February 2023,2,5.0
Amazing Stay!,"MBS is THE place to stay if you are visiting Singapore for the first time. The service is exemplary! The lobby is huge and always kept clean and spotless. We arrived very early and the front desk agent who checked us in was very pleasant and courteous. Our check-in experience was very seamless. We stayed in room 4001 (tower 3, floor 40) and had an AMAZING city view, at night you can see the skyline light up at night and you can get a good view of the water show every night. The room attendant who serviced our room was incredible. They were efficient and timely everyday, BIG thank you to the housekeeping staff for all that they do for a property this size. The rooftop view and poor are amazing of course! The staff were courteous and patient. We had breakfast at Spago almost every morning and the staff were very friendly and welcomed us back every morning. Our checkout experience was very seamless as well. We were assisted by Manu who was very friendly and kind. A perfect way to end our stay! Again, I would highly recommend staying at MBS!",January 2023,11,5.0
Above and Beyond our expectation - the excellent services and experience,"Six nights at Marina Bay Sands {MBS} - the Team and staff, are what make our stay at the hotel memorable. Our Deluxe Room is spacious & daily housekeeping is great. The Infinity pool's view lives up to its reputation, but the staff at the pool, makes the experience even more memorable - just to name a couple: the lifeguard Ryan and MBS Ambassador Catherine. The Breakfast Buffet at the RISE Restaurant - Incredible, with lots of varieties, and choices, to meet the taste of all Travelers from around the world. From the restaurant maitre d', Paula, to waiters like Christian, managers like Amo & Raja, AND all the chefs' team at each of the buffet stations, they work hard to make sure the customers are happy with their experience at the RISE restaurant. Concierge Desk is fully staffed in order to meet the needs of the Travelers who stay at MBS and they are very helpful in providing precise information for Travelers, like us, in order to make their visit to Singapore even more memorable.",January 2023,4,5.0
Come for the pool but stay for the excellent service,"Marina Bay Sands is a hotel that needs no introduction. Many stay for the pool alone and frankly that is a perfect reason to stay here. People often ask if the pool is as nice as it looks...and yes, it is. It is indeed a reason enough to stay here. What really surprised me about MBS though is the service. For such an enormous Vegas sizes property the service is fantastic. Everyone I interacted with across the entire hotel was lovely and happy to assist. Guest services and housekeeping was also excellent. Is it normally my kind of hotel, no..it vaguely looks like a bit like an airport terminal, albeit a very high end one. I'm not going to speak negatively of the hotel for that because it's a stylistic choice and doesn't reflect on the quality of the hotel in anyway, which is lovely. If you're coming to Singapore for the first time, or fifth, I can certainly recommend MBS as an icon and the excellent service is the cherry on top.",December 2022,143,5.0
Fantastic stay - incredible,"Spent a day here at the end of a cruise but could have spent a week! Amazing facility , super staff . Views are dynamite from the rooms, but to top it off a rooftop infinity pool to die for ! Di spend the extra money snd stay here, a perfect location and truly 5 star",January 2023,2,5.0
"Iconic hotel in a superb location, not worth the price tag sadly","My wife and I stayed here for my 35th Birthday. Being basically THE iconic landmark of Singapore, we had high expectations for the stay and ultimately were let down. Although the façade and much of the shopping/main MBS area exudes a 5-star resort feel, the actual rooms are extremely basic. Nothing about our stay was ""5-star"", for what the final bill was, I would expect a lot more in terms of room amenities, bed quality, overall service, resort perks, etc. Honestly at the end of the day, I just felt like another number in the que. The 57th floor pool is nice for the view only, after that wears off, there really is no substance at all. The menu you can order from is tiny (even though there are 3 restaurants up there, you can't order from them at the pool....what), the water is seriously frigid, and the drink menu is lacking. There is really no atmosphere at all up there either, from music to events, to theme, to....anything. You just look at the view and pay  for overpriced drinks and food until you've had enough. The good thing is, there is plenty of options for F&B /shopping in the area, so no matter what you are looking for you are bound to find it, it is centrally located  so you can get to anywhere you want to go from there. Overall I would not recommend staying here, for what they charge and what you get, it really not worth it. There are several extremely nice hotels/stays in Singapore very much more worth you stay than here.",September 2022,27,2.0
Our Dream Anniversary,"After planning this trip for over 20 years, to finally make it happen was a dream come true for me and a dream vacation for my lovely wife. It was our 32nd anniversary holiday which we had planned for over a year. Right from the start, getting picked up at the airport (getting met at the gate lounge was a new first for us), our introduction to Marina Bay Sands by Nicholas Len and the staff was a huge level up for us. Our room overlooking the ocean was on the 47th floor and to say the views - both during the day and at night - where spectacular would be an understatement. The countless number of photos of the view we took during our stay will never get old. Our dining experience that first night at Mr Puck's establishment in the mall was amazing. I had it on my list to enjoy a steak from Cut and neither of our meals disappointed. In fact, we had so much food (the breads and that awesome marbled butter ...) we had to admit defeat at take the remains of our meals back to the room. We tried both Rise and Spago for breakfast and while we enjoyed both, our favourite was definitely Rise with its many more options.There was so much to see and do around the Marina Bay Sands complex that it took us over four days before we actually made it to some other parts of Singapore, so we will definitely be going back and this time we won't be lulled into staying the whole time by their wonderful roof top pool with endless views, or their countless eating establishments with endless varieties to suit every taste, or their multitude of shopping options, or their easy access to parks and walks around the bay ...Once again, thank you very much Marina Bay Sands for making our dream trip a dream come true.",December 2022,10,5.0
An experience which worth to try it,"Sometime you are thinking a bout the life time experience . This is one of it. Leaving aside the size of the hotel, with 3 towers, you have a good connection the one of the largest malls in Singapore. Breakfast is perfect, internet is working fine. Quality of the sleep is perfect. Swimming pool is a life time experience.",October 2022,39,5.0
Tower 2 Floor 57 Bar,"We were going to go to the Sky Deck platform and at the last minute decided to see whether there was availability at the bar. Tower 1 info desk was heaving, so we walked further inside the hotel ground floor which is indeed impressive and found the Towet 2 lifts. We ascended to the 55th floor and then had to swap lifts for the final 2 floors and wow what a view. We came up by the infinity pool and whilst that was only available to residents the adjacent bar was open to everyone and they had sufficient tables to allow us to walk in without reservations. Initially they said we could only have the table for an hour. Actually, we spent a very pleasant couple of hours having fabulous cocktails. Not crazy expensive considering the location. Our waitress was lovely and so was her manager, who both were very attentive and gave us some free tester cocktails. If we had only had one cocktail it would have been very similar to the entry cost of the sky deck. Once the sun had set we walked across the bridge on the ground floor/1st floor to the Sky Gardens another wow from the ground. They have a shuttle bus for a couple of Bart that takes you around the Sky gardens. Very handy if you’ve walked too much. Should have got the train to China town but got a taxi outside the shopping mall over the road not realising that the taxi rank was so chaotic. Dinner at a busy Chinese restaurant full of locals was as good as we hoped it would be. The dried chicken with chilli is worth trying. The tables are quite close together and we ended up talking to one of the tables and trying each others dishes.",January 2023,13,5.0
Awesome! Must experience in Singapore,"ROOMS: very spacious and so bright, there is a nice balcony in every room. View on Gardens by the bay is excellent! But another side is also wonderful - you can see fountain show from your room. Every room os equipped with mini bar (water, soda) and fridge, bathrobes and slippersLOCATION: you have direct access to the hotel’s lobby from the metro station, good location for walking around the Bay, 5min walking distance to Gardens by the BayFACILITIES: iconic infinity pool and sky deck, gym. There are plenty of restaurants, shops and services (ATM, grooming and etc), big deli grocery store and even casinoSTAFF: so polite and friendly. When we were waiting for check-in, staff member provided us small bottles of water",January 2023,955,5.0
Well worth staying here!!,"We stayed here the first two nights of our trip and so glad we did.  Our room was excellent 1315 - lots of storage, spacious, great balcony overlooking the gardens and clean.  The bed wasn't as firm as we like but it was doable for a couple of nights.  Access to infinity pool is well worth it and nice for relaxing/swimming/photos.  Spago for breakfast is amazing, lots of choice with great service.  Renko lounge is perfect for drinks before or after dinner as well as Lavo but the hostesses at Lavo are not that accommodating even when you have a reservation.  Go to the bar instead if there is room.  Ce La Vie was closed due to rain but even though it wasn't raining, it was closed with no explanation - Lavo is much better with the same views and much more welcoming.  We will stay here again.  Thank you for a great stay here.",December 2022,224,5.0
Disappointing - lacks focus on the customer experience,"What a disappointment….my wife and I looked forward to returning to Singapore to stay at MBS for our wedding anniversary…..should have gone somewhere classier, like the Mandarin Oriental!The floor we were in (46th Tower 3) smelt of heavily chlorinated water….but was not near the Spa or Pool; our room smelt of god knows what, but it hit you as soon as you walked in; the bed was rock hard and there were NO soft furnishings in the room…harsh and beige is the only way to describe it. To cap it all, the day before we left, we contacted “Guest Services” to ask if we could access the pool after check out as we had a late-night flight that evening to be told that we could ONLY use the pool before check out - but after, we could not. Really poor customer focus. This place could do with an exercise in “secret shopper” to stay and use facilities without staff knowing that a report will go to top management (if they care?). They have the patter….”Oh, we are so sorry…..” etc, but our experience was a poor one - I’d recommend going to a hotel that doesn’t rely on style over substance!",November 2022,8,1.0
Worth Every Penny for a Night Stay,This hotel is so iconic of Singapore. I know it costs a bit on the high side but it is worth every penny. The staff are super attentive and helpful and always go the extra mile. The views are absolutely gorgeous and breath taking. The pool is on a whole other level and you can spend hours there just snapping photos. I would 10 out of 10 recommend this hotel to others even considering the price as it is well worth the stay.,November 2022,112,5.0
Iconic,Iconic hotel. The pool is amazing and something you must experience even just once. Service is amazing and exactly how you would expect a 5 star hotel to be. The adjacent centre with all the shoppes is nice with high end shops and a great food court.,November 2022,15,5.0
"Marina Bay Sands, Sets Standards!💯","Immaculate hotel, Staff are amazing, the seamless integration of a mall, the easy access to Subway station, the Cafe’s in the Lobby, the quick check in & Check out. Faultless stay, if you want a comfortable stay whilst in Singapore with no issues or headaches or worrying about where to go. Stay at the Marina Bay Sands. We were on floor 48, with a view of the Gardens, Unreal. Waking up to that just felt like a dream",October 2022,11,5.0
Top-notch Service!,The rooms are well maintained/cleaned. Very sweet also of them to give us a cute complimentary birthday cake and macarons as it was my partner's birthday. You definitely get more than what you paid for. :),April 2022,60,5.0
Amazing service,"Strongly recommend booking the Premium Services from MBS. Extremely professional and hassle free! Outstanding service! Pick-up right out the airplane, helped filling the arrival declaration, accompanying through customs and baggage collection, smooth luxurious ride to the hotel, personalized and private welcome upon arrival, in-room check-in (no standing at any counter).. truly amazing!",November 2022,11,5.0
Deserves a 6th star,"My wife and I went to celebrate our Anniversary. We were a little unsure when booking as it was noticeably more expensive than other 5 star hotels. Writing this after the stay all I can say is that we loved the hotel, and that it was completely worth it. Customer service went above and beyond all stay. Extremely helpful. Very generous. The location, perfect. Walking distance to the light show, the gardens, etc. The infinity pool... magic. My only complaint is that we didn't stay for an extra day.",November 2022,6,5.0
"Great reputation, average room",The general areas are great as advertised but the room is mediocre to its price. The only selling point is the access to the rooftop pool. The room amenities are comparably to those hotel at the fraction of the price.  Don't waste your money here,October 2022,89,3.0
Chaos - nothing worked!,"Came to my room # 2005 and the lights did not work. Problems with the key card. Electrician showed up 2 times to fix it. Than, I tried to set the air-conditioner off. You can have it low, but not set it off.Than I tried to make a note with your pen. It broke apart in two pieces. By now, it was 21:15 and I had missed the light show.Absolutely crazy.",November 2022,20,3.0
My happy place,"We returned after covid to our favourite hotel,  it is just the most spectacular placeWe love it here.  Your luggage is collected on arrival and delivered to your room.  Check in was a little slow but they were very busy.  The rooms are enormous,  our first night was in 4862 which was an upgrade to club it had a stand alone bathtub which we didn’t have time to use, and the garden view is mesmerising in front of you.  There is now a nightly light show there.  The second night we were in room 1721 I had requested a lower floor as these have much larger balconies.  The infinity is selfie heaven for photos and reserved only for hotel guests.  The bar area was not very accommodating in our opinion,  we were told they wanted the table back in an hr which could put people of, however we stayed around 2 hrs.  Under the hotel there is a shopping centre, food court some very good restaurants we ate at the French bistro we were a walk in but it’s better to make a reservation as there so busy.  There is also the MRT.  We had breakfast in the lobby which was probably the most choice I’ve ever seen. We would love to return to this hotel yes it’s expensive but worth every penny.",November 2022,34,5.0
The excellence in service !!!,We would love to appreciate this hotel for our anniversary stay!! We are from U.K and stayed for 3 nights! I have never expected such beauty and well prepared surprise done by John from Ambassador team!! He was the finest and charming hotelier whom I've ever met !!! I would love to visit this hotel again and hope to see him again for our future stay! Thank you so much once again :),January 2023,1,5.0
Thank you Andrè!,"We spent an unforgettable night here.Thanks to Andrè, working at the reception, who welcomed us with a warm smile and who took care that we get the best he could give us, this experience will always stay in our hearts and minds.We’ve been very lucky!",January 2023,1,5.0
Excellent service but average rooms,"We stayed at the Sands for a couple of nights on our recent visit because we wanted to cross it off the bucket list. The service and check in was excellent, we received our room hours before the official check in time. However, our room was on a lower floor and the noise from the freeway beside the hotel was horrendous. For the price it’s simply not worth it.",January 2023,3,3.0
Unforgettable MBS!,"My husband and I spent our anniversary at MBS for one night whilst visiting Singapore. Our room was Harbour View on 40th floor with amazing views of harbour and Gardens by the Bay (we got to see the light show from above!). Room was a good size and bathroom great. TV was enormous! Highlights:- extra care and detail for our anniversary was beautiful - cake, wine, flowers. Thank you Rosie :)- rooftop pool is AMAZING - we went at about 6pm and stayed for sunset, then again in the morning. Both times we got lounge chairs easily. I have never experienced anything like this pool. Definitely worth the $$$ for us. - LAVO for dinner (Tower 1) was great. Recommend booking early and ordering the peanut butter chocolate layer cake (can get it to take away)- breakfast at Spago was good - normal buffet, but with a beautiful viewHonestly a fantastic experience for us.",January 2023,10,5.0
Pricey but worthwhile stay in a global landmark,"I stayed here in room 4011 (a king bed with a garden view) in Tower 3 for two nights in January 2023.Rating: 8/10Positives:• The view and balcony from the 40th floor over the Marina Bay gardens was eye-watering• Bathing in the infinity pool on the top floor was a once-in-a-lifetime experience (although the water was a bit chilly)• The service was excellent although the personality of the hotel seemed to be lost amidst all of the other shops, restaurants, and amenities that shared the facility• The gym at the top of Tower 2 was outstanding and allowed me to work out facing 50th+ floor views over downtown Singapore• I didn't visit the casino but it was incredibly convenient to be connected to a mall with wonderful shopping and dining options• The hotel featured a novel express check-out systemNegatives:• The Marina Bay Sands is a bit of a trek from some of the other activities of Singapore, such as Orchard Road, albeit a trek that is still doable or easily arranged via taxi or public transport• The bed was a bit hard• The room itself was clean and modern but nothing extraordinary and was perhaps just starting to show its age• The rooftop bar on the top of Tower 3 seemed poorly managed – in what appeared close to full occupancy it took 20+ minutes between ordering a drink at the bar and having it served and paid for (I wanted to walk around and enjoy the view drink-in-hand)",January 2023,20,4.0
Stunning and busy,"We had a good visit here - just the restaurants, but it was impressive with a fabulous vibe.  Really so cool and great photo ops!  Must do the top and we had cocktails in Spago - panaramic views and so amazing to see across the city - even into Malaysia on a clear day",December 2022,42,5.0
Best staycation ever,MBS is truly amazing. Really very thankful to Joanne and her team from Premium Services for making the trip so magical and memorable. The team really went all out to make the stay comfortable. Thank you for being so thoughtful and sweet. This is the place to go if you want an unforgettable stay.,January 2023,1,5.0
"Expensive, but what an experience","Wow! Huge hotel that really hits the senses when you first arrive. We had a room overlooking the Gardens by the bay on the 20th floor. Room was superb. Totally blown away when we opened the door and the curtains parted to an awesome view. Even the TV welcomed us. Rest of the hotel was superb with a visit to the famous swimming pool on the roof and a cheeky cocktail as the sun went down ( very very busy, but still awesome) to the little shops in the concourse on the ground floor, and even getting down towards the MRT where there is even a replica of a Viennese canal complete with barges.Staff were superb from the moment we arrived to the moment we left, considering they were very busy with hundreds of customers and visitors. For us, it was only one night, and a bit of an expensive splurge on our trip, but we had to do it just to say we did.",October 2022,370,5.0
